Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-08-08 00:00:00-04:00,130.2748444192943,132.5541766648047,129.63585546499814,132.45880126953125,27496500,0.0,0.0
2019-08-09 00:00:00-04:00,132.19172461021017,132.9260741685799,130.1412852492246,131.33340454101562,23466700,0.0,0.0
2019-08-12 00:00:00-04:00,130.723093899274,131.47650719908265,128.97782879083232,129.50234985351562,20484300,0.0,0.0
2019-08-13 00:00:00-04:00,129.75029368614722,132.37295667499816,128.7489103617742,132.18222045898438,25154600,0.0,0.0
2019-08-14 00:00:00-04:00,130.47900383588816,131.01484956241197,127.90501705604247,128.20164489746094,32527300,0.46,0.0
2019-08-15 00:00:00-04:00,128.59395885108174,128.77576677014392,126.5462544481975,127.9145736694336,28074400,0.0,0.0
2019-08-16 00:00:00-04:00,129.06283697597516,130.57469574941103,128.90973402660677,130.25892639160156,24449100,0.0,0.0
2019-08-19 00:00:00-04:00,131.90473659393243,132.57454369575518,130.9861335680757,132.44058227539062,24355700,0.0,0.0
2019-08-20 00:00:00-04:00,132.24921906698148,132.72765482648757,131.32105252548362,131.34017944335938,21170800,0.0,0.0
2019-08-21 00:00:00-04:00,132.574528920825,133.47399032904528,132.04824675636652,132.80416870117188,14970300,0.0,0.0
2019-08-22 00:00:00-04:00,132.67978952672692,133.19649364945676,130.4119944195885,131.83773803710938,18697000,0.0,0.0
2019-08-23 00:00:00-04:00,131.2731916249429,132.38316596936903,127.0725267014414,127.63707733154297,38508600,0.0,0.0
2019-08-26 00:00:00-04:00,129.16807791512588,129.7134870307819,128.12507697343437,129.6082305908203,20312600,0.0,0.0
2019-08-27 00:00:00-04:00,130.50771815178342,130.82348753479968,128.8523343566091,129.88575744628906,23102100,0.0,0.0
2019-08-28 00:00:00-04:00,129.06282016874215,129.90485707921212,127.79017944416147,129.71348571777344,17393300,0.0,0.0
2019-08-29 00:00:00-04:00,131.3306275735122,132.46930711773,131.00529473250768,132.16310119628906,20168700,0.0,0.0
2019-08-30 00:00:00-04:00,133.14867986286694,133.17738484336337,130.39289953029473,131.91432189941406,23940100,0.0,0.0
2019-09-03 00:00:00-04:00,130.71821428268396,131.2827649552395,129.84745772628128,130.17279052734375,18869300,0.0,0.0
2019-09-04 00:00:00-04:00,131.37844455690896,131.75162381438383,130.59380301002915,131.6942138671875,17995900,0.0,0.0
2019-09-05 00:00:00-04:00,133.1103804706673,134.32561123168327,132.77546964181525,134.0098419189453,26101800,0.0,0.0
